post_id,from_name,from_id,message,post_type,created_time,created_updated
304981108326_10150815327548327,"Jen DiOrio",885525371,"NJ Legislators are breaking their rules to push through their state-wide WATER FLUORIDATION bill.

Here is a specific reminder that N.J. Legislators are breaking their own rules and trying to keep this bill as far below the radar as possible. We were told by NJ Legislative Services that the Senate Health committee failed to refer the bill to Senate Budget and Appropriations by ""error"":

""10:18. Second Reference to Appropriations or Budget Committee.

a. Any bill to appropriate $10...0,000 or more of State funds or which involves an actual or potential appropriation or expenditure of $100,000 or more of State or other public funds, shall, upon being reported by the committee and prior to second reading, be referred to the Appropriations Committee, [or] an Appropriations Committee subcommittee, or the Budget Committee, for further fiscal study, evaluation and report. If a fiscal note or fiscal estimate on a bill involving such an actual or potential appropriation or expenditure is not delivered to the Speaker prior to the publication of the Calendar of Bills and Resolutions containing the bill, the provisions of this rule requiring second reference shall not apply unless the bill contains an express appropriation of $100,000 or more.""

ftp://www.njleg.state.nj.us/20022003/AR/2_I1.HTM",status,2012-02-18T13:21:21+0000,2012-02-18T14:27:30+0000
304981108326_10150815021058327,"Gopurathingal Devassykutty Martin",100001672277891,"http://www.youtube.com/watch?v=Tll-PK8W11g
",status,2012-02-18T10:12:10+0000,2012-02-18T10:12:10+0000
304981108326_223671874395295,"Jeff Brammann",1716910317,,link,2012-02-18T06:45:37+0000,2012-02-18T06:45:37+0000
304981108326_10150814642773327,"Nadia Sindi",1088394756,"Please check 'LIKE' on my page♥. I need your help & support :)) 

https://www.facebook.com/vote4nadiasindi",status,2012-02-18T05:27:53+0000,2012-02-18T05:28:18+0000
304981108326_278903282179074,"Nadia Sindi",1088394756,"Ruthann Amarteifio: 
http://www.blogtalkradio.com/akashatemple/2012/02/17/akashatemple-live
8 p.m. Central, Thursday, Feb.16-------
My guest, on 'Salon' is Nadia Sindi (last week didn't work out). If you've ever thought about running for office locally, hear what it is like!! She's running for Lane County Commissioner, in Eugene, Oregon, and has the scoop on local politics!
Casey J. Carraher, Agrimony, amd Rootweaver will be here, also, for this 90 min variety show!

Please check 'LIKE' on my page♥. I need your help & support :)) 

https://www.facebook.com/vote4nadiasindi",link,2012-02-18T05:17:08+0000,2012-02-18T05:17:08+0000
304981108326_158414344276159,"Sheku Sheriff",597640157,http://segbwema.blogspot.com/2012/02/helping-re-elect-president-barack.html,link,2012-02-18T04:07:00+0000,2012-02-18T04:07:00+0000
304981108326_327507607287038,"Join the Coffee Party Movement",304981108326,"""Republicans have had a clear advantage in voters' minds on taxes for years, in part because of a popular and unified message in favor of tax cuts. But on the payroll tax, Obama and congressional Democrats had a simple story line — that Republicans were holding up a tax break of $20 a week for 160 million working Americans."" —Lisa Mascaro, LA Times
",link,2012-02-18T01:58:59+0000,2012-02-18T01:58:59+0000
304981108326_178394592270530,"Ed Tallerico",1040203211,"It's always good to know the whole story!! Very interesting read!!",link,2012-02-18T01:45:40+0000,2012-02-18T12:22:14+0000
304981108326_326391160746665,"Ed Tallerico",1040203211,"Interesting debate on the Bullet Train idea. If the idea of matching Federal funds is the issue, why not look at other solutions like a National Lottery?? Any other ideas??",video,2012-02-18T00:51:48+0000,2012-02-18T00:51:48+0000
304981108326_10150814010333327,"Carla Truby",1509125692,"What do birthcontrol ,handjobs and blowjobs have in common?They stop pregnancies.So if your trying to ban one for religious principal then I guess you have to ban them all .And maybe we can take it a step further and allow the insurance company to not insure you if you drink,smoke,overweight.How about circumsion/Once you open the door there is no going back.So who are you going to side with?
",status,2012-02-18T00:11:19+0000,2012-02-18T00:11:19+0000
304981108326_257231701019291,"Ed Tallerico",1040203211,"I am also a small business owner and still beleive in the American dream. I just think that dream is empty if it isn't accomplished with ethics!!",link,2012-02-17T23:59:02+0000,2012-02-18T00:26:12+0000
304981108326_309834422399788,"Tiffany Nobel",1763338127,"Education
http://www.set401kmoneyfree.org/education
The 401k system of retirement and others like it, hold Americans and their money hostage. We believe that the removal of one’s own money should be allowed at any age regardless of the reason. Find out more.


Education
www.set401kmoneyfree.org
The 401k system of retirement and others like it, hold Americans and their money hostage. We believe that the removal of one’s own money should be allowed at any age regardless of the reason. Find out more.",link,2012-02-17T23:24:15+0000,2012-02-17T23:24:15+0000
304981108326_295478247182693,"Lynda Park",569646892,"""Frank VanderSloot is an Idaho billionaire and the CEO of Melaleuca, Inc., a controversial billion-dollar-a-year company which peddles dietary supplements and cleaning products; back in 2004, Forbes, echoing complaints to government agencies, described the company as 'a pyramid selling organization, built along the lines of Herbalife and Amway.'...Currently, he is the national finance co-chair of the Mitt Romney presidential campaign, and his company has become one of the largest donors ($1 million) to the ostensibly “independent” pro-Romney SuperPAC, Restore Our Future.""",link,2012-02-17T23:07:03+0000,2012-02-18T00:03:34+0000
304981108326_240744362678411,"Lynda Park",569646892,,link,2012-02-17T23:04:33+0000,2012-02-17T23:38:15+0000
304981108326_302542103132584,"Fran McCrory",1122455365,"http://the99truth.blogspot.com
BEWARE OF THE 99% DECLARATION AND NATIONAL GENERAL ASSEMBLY",link,2012-02-17T21:57:01+0000,2012-02-17T21:57:01+0000
304981108326_114876241971189,"Larry Lazar",1574966035,"This is an organization that members of the Coffee Party might like.  Good book also.

""About the Information Diet

Healthy information consumption habits are about more than productivity and efficiency. They're about your personal health, and the health of society. Just as junk food can lead to obesity, junk information can lead to new forms of ignorance. The Information Diet provides a framework for consuming information in a healthy way, by showing you what to look for, what to avoid, and how to be selective. In the process, author Clay Johnson explains the role information has played throughout history, and why following his prescribed diet is essential in today's information age.""


http://www.informationdiet.com/",link,2012-02-17T21:24:01+0000,2012-02-17T21:24:01+0000
304981108326_170700153044331,"Join the Coffee Party Movement",304981108326,"""Some issues lend themselves to grassroots campaigns – homeschooling works well — but others require contrivance and connivance to whip up support. Often, lobbyists will hire vendors to dispatch blast emails and robocalls in the hopes of bombarding Congressional offices with citizen fury."" —Jack Abramoff",link,2012-02-17T21:05:35+0000,2012-02-17T21:05:35+0000
304981108326_329224890456800,"Ed Tallerico",1040203211,"Justin Boone posted a story on ""Country First"" from ""thinkprogress.org""...this is the verified bill in question!!.....Since when is it lawful to hold hostage, our oil reserves, as condition upon passing legislation for a Tar Sands pipeline across our Country that the majority of Americans dis-approve of and our Congress is heavily invested in?? ",link,2012-02-17T19:17:57+0000,2012-02-17T19:51:15+0000
304981108326_275424132527236,"Earl Barber",100000173277465,"Republicans in my state, NC, ran on 'more transparency in government' and gained majority control in both state houses. This is how they make our state government 'transparent': 

http://www.newsobserver.com/2012/02/17/1861524/little-known-house-rule-limits.html",link,2012-02-17T19:14:28+0000,2012-02-17T19:14:28+0000
304981108326_346786115352302,"Scott Nance",513064912,"Eric Alterman debunks claims from the right that our nation is becoming more conservative.",link,2012-02-17T18:51:46+0000,2012-02-17T18:51:46+0000
304981108326_223232514438820,"Joseph Cautilli",100001512333750,"http://finance.yahoo.com/news/improving-economy-driving-independents-back-185909139.html  ",link,2012-02-17T18:36:43+0000,2012-02-17T18:36:43+0000
304981108326_362555367102724,"Join the Coffee Party Movement",304981108326,"""The results can already be seen in the first primaries and caucuses: an onslaught of money and a demobilized electorate. It's undoubtedly no coincidence that, when compared with 2008, turnout was down 25 percent in Florida, and that, this time around, fewer Republicans have shown up in every state that's voted so far, except for South Carolina. According to political scientists Stephen Ansolabehere and Shanto Iyengar, negative TV ads contribute to 'a political implosion of apathy and withdrawal.'""  — Ari Berman, Tom Dispatch",link,2012-02-17T18:18:24+0000,2012-02-18T17:27:32+0000
304981108326_384706278223068,"Bruce Jones",100000224292266,"This is such a sweet and grand expression of love and affection between man and beasts. It made my day brighter and yes wouldn't we all want to be this guy that has no doubt deserved this kind of show of love. This restores one's faith.

buttering up their next meal LOL? This is one of the sweetest things I've ever seen. It's enough to melt one's heart! 
A male worker at a lion park walked in on his last day, and after he says hello and sits down, several sweet lion cubs come up to him and start giving him hugs. http://www.slothster.com/3005-Worker-At-Lion-Park-Gets-Hugs-From-Sweet-Lion-Cubs.html 

",link,2012-02-17T17:39:55+0000,2012-02-17T17:39:55+0000
304981108326_343387839034094,"William Hadley",1532764866,"http://www.facebook.com/photo.php?fbid=321990924519890&set=a.279920378726945.92563.258129644239352&type=1&theater ",photo,2012-02-17T16:40:22+0000,2012-02-17T16:40:22+0000
304981108326_10150812859753327,"Niccolo Casewit",1020535311,"http://www.nytimes.com/2012/02/17/opinion/krugman-moochers-against-welfare.html

This is why we have a Government; in a sense it redistributes the wealth of rich Liberal states to poor conservative states. ~nico",status,2012-02-17T16:25:10+0000,2012-02-17T16:25:10+0000
304981108326_371485536195966,"Peter Gloor",1731478008,"""Please take another look at the first attempt to add together ALL the taxes we pay to every level of government (federal, state, local) at http://fairsharetaxes.org. Do you agree it's wrong for Warren Buffett and Mitt Romney to pay about 13% of their investment gains in total taxes while a minimum-wage worker pays over 30% of her wages in total taxes? Then please repost this entire message on Facebook and send it to your email address book.""",link,2012-02-17T14:43:39+0000,2012-02-17T14:43:39+0000
304981108326_300013073387398,"Joseph Ascanio",19607018,"Whether it is Bill O’Reilly calling for the (joking) beheading of a journalist, Glenn Beck play-murdering (joking) Michael Moore, Dennis Kucinich and Nancy Pelosi or Liz Trotta suggesting the assassination of Barack Obama (again, joking, of course), the “fair and balanced” news network sure has a “funny” way of making it’s party’s points.
",link,2012-02-17T14:10:26+0000,2012-02-17T20:59:42+0000
304981108326_192654990842557,"Join the Coffee Party Movement",304981108326,"Exit polling shows Romney’s strongest supporters come from households making more than $100,000 a year. The higher up the income scale, the higher the level of Romney support.  —Harold Meyerson, The American Prospect",link,2012-02-17T13:59:15+0000,2012-02-17T13:59:15+0000
304981108326_251990774880952,"Lynda Park",569646892,"""Those are the 196 individual donors who have provided nearly 80% of the money raised by super PACs in 2011 by giving $100,000 or more each.""

You can thank the Supreme Court for this.  ",link,2012-02-17T13:32:22+0000,2012-02-17T13:32:22+0000
304981108326_112928465499113,"Keegan Fife VerBurg",100003458801864,,photo,2012-02-17T11:29:38+0000,2012-02-17T11:29:38+0000
304981108326_3013446226677,"Mike Muckenthaler",1578195977,"Imagine ....",photo,2012-02-17T10:12:33+0000,2012-02-17T10:12:33+0000
304981108326_156475534471191,"Jeanne Alvarado",1608745019,"I am one of the 99ers who were cut off from unemployment as of the last week of December. Being desperate with no income, I found this great opportunity on the extend unemployment website and decided to try it!  Check it out! 
Are you a middle aged person like me who was laid off from your job and finding it almost impossible to obtain employment?  Or maybe you are a stay at home mom or dad needing to make some extra cash to pay the bills. Has your unemployment benefits run out?  Well I am here to tell you that I have found a work from home gig that is legitimate and really works! It’s time to get on the ball! Start your work from home routine today.  That’s right! The freedom to earn money from the comfort of your own home. No memberships or books to buy. All you need is your own phone, computer and internet connection! Contact me today to get started or go to my link (http://onlinepaydaysystem.net/Jeanne  to watch a full description video and get signed up! There is no personal info required and you won’t be racketed with sales pitches. You will be advertising for fortune 500 companies. Easy, Simple and Fun",link,2012-02-17T09:23:56+0000,2012-02-17T19:29:49+0000
304981108326_326604500708942,"Mark Karlin",100000810053996,,link,2012-02-17T04:29:07+0000,2012-02-17T06:46:32+0000
304981108326_271020506299978,"Joseph Cautilli",100001512333750,"Looks like this was a great call on the president's part-Hillary was flawless in keeping up the call for sanctions, pressure the Arab league  but no US troops.
http://news.yahoo.com/blast-hits-syria-oil-pipeline-102026950.html ",link,2012-02-17T04:01:53+0000,2012-02-17T04:01:53+0000
304981108326_274029202668346,"Lynda Park",569646892,"Corporations are people; embryos are people. Women, not so much.  ",link,2012-02-17T03:33:38+0000,2012-02-17T03:33:38+0000
304981108326_10150811549628327,"Bruce Jones",100000224292266,"For all those in fear everything rustles and I do not hear any rusteling. ""The only thing we have to fear is fear itself"" and I am NOT BUYING what the fear mongers are selling.
",status,2012-02-17T03:29:30+0000,2012-02-17T03:29:30+0000
304981108326_10150811513878327,"Stop Polarizing Talk",133847433358392,"Those concerned about the vitriol in our political discourse should check out my public talk, in which I show that the language of extremism has become a business model.. http://www.stoppolarizingtalk.org",status,2012-02-17T03:13:55+0000,2012-02-17T03:13:55+0000
304981108326_323169174402747,"Andrew Isbell",1219376980,http://www.pbs.org/tpt/slavery-by-another-name/watch/,link,2012-02-17T02:47:44+0000,2012-02-17T20:18:27+0000
304981108326_364358800250533,"Jen DiOrio",885525371,"97% of western Europe has chosen fluoride-free water. This includes: Austria, Belgium, Denmark, Finland, France, Germany, Iceland, Italy, Luxembourg, Netherlands, Northern Ireland, Norway, Scotland, Sweden, and Switzerland. Thus, rather than mandating fluoride treatment for the whole population, western Europe allows individuals the RIGHT TO CHOOSE fluoride. http://www.fluoridealert.org/fluoride-facts-pf.htm",link,2012-02-17T02:33:45+0000,2012-02-17T02:33:45+0000
304981108326_10150811385098327,"Catherine Driskill Pellitteri",825163119,"I don't like coffee but I sure do love my tea!!",status,2012-02-17T02:18:48+0000,2012-02-17T02:18:48+0000
304981108326_301109369946851,"Jen DiOrio",885525371,"Studies of Fluoride Supplements: No Evidence of Safety – No Benefit Either

NEW YORK, Dec. 19, 2011 /PRNewswire-USNewswire/ — According to the Cochrane Oral Health Group, fluoride supplements fail to reduce tooth decay in primary teeth, permanent teeth cavity-reduction is dubious and health risks are little studied (1). Further, “When fluoride supplements were compared with topical fluorides or with other preventive measures, there was no differential effect on permanent or deciduous teeth,” write Cochrane researchers Ismail et al, reports the New York State Coalition Opposed to Fluoridation, Inc. (NYSCOF). http://f.livingfood.us/",link,2012-02-17T02:17:03+0000,2012-02-17T02:17:03+0000
304981108326_110015445794959,"Ana Panait",100000183393402,,link,2012-02-17T02:16:12+0000,2012-02-17T02:16:12+0000
304981108326_174470562663936,"Ed Tallerico",1040203211,"Jeff Beutel posted this in comments on ""Country First"" and I thought it was worthy of reading!! Nicely done!! ",link,2012-02-17T02:15:51+0000,2012-02-17T02:15:51+0000
304981108326_10150811321228327,"Meltus Dike",100001640390261,"Do you want me to talk? say yes!! will you like to hear? say yes!! Oh yes, the CATHOLIC CHURCH Leaders have set up the platform for the Republican Party and then went hiding. I bet you they will be like please we don't know what is happening in Washington. Okay, tell them, they may not know but I know. They need to come out, pay their fair share of taxes, and debate this to the end. Debate it and let's see how you can earn vote for Republicans. I'm very outrage by what they did and the way they went hiding. Don't look for them, I know where they are.",status,2012-02-17T01:49:27+0000,2012-02-17T01:49:27+0000
304981108326_281908135210533,"Bob Smith",1565051405,http://www.informationclearinghouse.info/article30546.htm,link,2012-02-17T01:30:24+0000,2012-02-17T01:30:24+0000
304981108326_364121966938903,"Join the Coffee Party Movement",304981108326,"""We don't know if Bennett was 100 percent right, but he might not have been totally off the mark either. It's too bad it's taken more than two decades for policy makers to start talking about solutions for a complicated problem. "" - Jordan Weissmann, associate editor, The Atlantic",link,2012-02-17T01:16:42+0000,2012-02-17T01:16:42+0000
304981108326_10150811241748327,"Daniel Penisten",783453331,"I wish We The People would become strong and good enough to build an American Government BY The People.",status,2012-02-17T01:11:03+0000,2012-02-17T01:11:03+0000
304981108326_10150811237938327,"Daniel Penisten",783453331,"I'm really having problems with continuing to believe in Federal Government.
",status,2012-02-17T01:09:06+0000,2012-02-17T01:09:06+0000
304981108326_10150811192158327,"Barbara Hodges",100000863918892,"Fight Citizens United -- no one should be able to BUY America.",status,2012-02-17T00:47:58+0000,2012-02-17T00:47:58+0000
304981108326_301267163267237,"Stacey Kreller",548175040,https://www.facebook.com/groups/agroupthing/,link,2012-02-17T00:02:27+0000,2012-02-17T00:02:27+0000
304981108326_10150810967163327,"Myles F. Gellert",1748513811,"Why was the Mitch McConnell/ health insurance post taken down?",status,2012-02-16T23:11:05+0000,2012-02-16T23:11:05+0000
304981108326_131140923675435,"Jen DiOrio",885525371,"Thousands of experts have signed a statement saying that fluoride is toxic and should not be ingested.  http://www.fluoridealert.org/professionals-statement.html ",link,2012-02-16T22:42:39+0000,2012-02-16T22:42:39+0000
304981108326_387715914579338,"Dale Occupy Bogucki",100000618708499,"This is how we display the power of the people. Do not be afraid to not go to work. When the world does not show up what power will they have. They will have to recognize that we are serious about our rights as people. That money only has value because we agree it does. Show them we give them their power, and we are ready to take it back. NOW!

http://www.facebook.com/events/337068492974144/",link,2012-02-16T22:25:32+0000,2012-02-16T22:25:32+0000
304981108326_10150810850348327,"Joseph Cautilli",100001512333750,"What the republicans said was that they were the party of freedom. What they meant was that they were the party that would force woman to have unneeded vaginal ultra sounds by gov mandate. Simply state rape. Sad. ",status,2012-02-16T22:24:10+0000,2012-02-16T23:07:38+0000
304981108326_176538155789506,"Bruce Jones",100000224292266,"http://sojo.net/blogs/2012/02/16/poorer-poorer-slower-slower-smaller-smaller

There is a great deal of wisdom in this and something we all need to give considerable thought. The following quote gives us pause to weigh, ""To allow oneself to be carried away by a multitude of conflicting concerns, to surrender to too many demands, to commit oneself to too many projects ... is to succumb to violence. The frenzy of our activism ... kills the root of inner wisdom which makes work fruitful.""

",link,2012-02-16T21:59:52+0000,2012-02-16T21:59:52+0000
304981108326_191478814292929,"Joseph Cautilli",100001512333750,"http://finance.yahoo.com/blogs/daily-ticker/republicans-great-business-why-does-silicon-valley-support-193631152.html   ",link,2012-02-16T21:34:35+0000,2012-02-16T21:34:35+0000
304981108326_325789790800017,"Jen DiOrio",885525371,"A Dentist's Opinion on Fluoride:  http://www.wholebodymed.com/library_education_details.php?pid=21",link,2012-02-16T21:01:24+0000,2012-02-16T21:01:53+0000
304981108326_107609696029362,"Join the Coffee Party Movement",304981108326,"“This oversight would help restore confidence that the federal government is standing beside the American consumer.” - Richard Cordray, CFPB Director ",link,2012-02-16T20:54:07+0000,2012-02-16T20:54:07+0000
304981108326_274128479325671,"Jami Reed",1464553816,,link,2012-02-16T20:00:37+0000,2012-02-16T20:00:37+0000
304981108326_353092378045233,"Ed Tallerico",1040203211,"It was more like $130Billion in federal funding for 2002 Olympics in Utah.",link,2012-02-16T19:36:14+0000,2012-02-16T19:36:14+0000
304981108326_354490741238492,"Ed Tallerico",1040203211,"We can all work together when it effects all of us!!",link,2012-02-16T19:11:30+0000,2012-02-16T21:04:51+0000
304981108326_109895499140085,"Ed Tallerico",1040203211,"Imminent Domain prior to even being given the green light to move forward is being exercised by the Keystone XL Pipeline...but, what if a farmer or rancher doesn't want a pipeline on their land?? Should corporations be allowed to exercise ""imminent domain"" for profit??",link,2012-02-16T18:56:11+0000,2012-02-16T18:56:11+0000
304981108326_10150810310383327,"No Labels",112600915451330,"Tune in to the Join the Coffee Party Movement radio show at 2:30 p.m., eastern time, to hear No Labels Co-Founder Jonathan Miller talk about the No Budget, No Pay Act. Click here to listen live: http://www.blogtalkradio.com/coffeepartyusa",link,2012-02-16T18:47:28+0000,2012-02-16T18:47:28+0000
304981108326_335190263186168,"Join the Coffee Party Movement",304981108326,"At 2:30 pm ET (11:30 am PT) please join Jeanene Louden for her newly-named radio show, ""Louden Clear,"" and help us welcome special guest Jonathan Miller, co-founder of No Labels. Jeanene will be asking the former Kentucky State Treasurer about ""NO BUDGET, NO PAY,"" a bipartisan bill introduced in both houses of Congress, and a friendly reminder from We the People that it's time to put partisanship aside and work across the aisle and do things like pass budgets (something Congress has not done in 1000 days).  
**Call (646) 929-2495 to add you voice.
**Or listen live at: http://ow.ly/97bkX",link,2012-02-16T18:44:12+0000,2012-02-16T18:44:12+0000
304981108326_10150810201233327,"Craig Otwell",100000181354162,"I like to remind conservitives frends that conservitives were the ones that surported the king that our founding fathers were liberal revolutionarys ",status,2012-02-16T18:00:44+0000,2012-02-16T21:37:18+0000
304981108326_112582085533751,"Keegan Fife VerBurg",100003458801864,,photo,2012-02-16T17:33:35+0000,2012-02-16T17:33:35+0000
304981108326_314539861927906,"Linda Cook",1426283381,"Very good and timely discussion on we view the Constitution.  Very Coffee Party.
",link,2012-02-16T17:26:14+0000,2012-02-16T17:26:14+0000
304981108326_2731207127088,"Jami Reed",1464553816,"This morning, Democrats tore into House Oversight Committee Chairman Rep. Darrell Issa (R-CA) for preventing women from testifying before a hearing examining the Obama administration’s new regulation requiring employers and insurers to provide contraception coverage to their employees. Republicans oppose the administration’s rule and have sponsored legislation that would allow employers to limit the availability of birth control to women.
http://thinkprogress.org/health/2012/02/16/426850/democratic-women-boycott-issas-contraception-hearing-for-preventing-women-from-testifying/?mobile=nc",photo,2012-02-16T17:03:48+0000,2012-02-16T17:03:48+0000
304981108326_320152088035975,"The 3halves",203528419705613,"don't know where the coffee party stands on this but....",link,2012-02-16T16:42:58+0000,2012-02-16T16:42:58+0000
304981108326_10150809863708327,"Join the Coffee Party Movement",304981108326,"We need to reinforce the separation of church and state and establish the separation of corporations and state. - Annabel Park",status,2012-02-16T15:30:38+0000,2012-02-16T15:30:38+0000
304981108326_273090552764009,"Scott Nance",513064912,"Per Politico, Rep. Laura Richardson used taxpayer-funded staff and resources in her campaign to manipulate California’s independent redistricting commission.",link,2012-02-16T13:11:33+0000,2012-02-16T13:11:33+0000
304981108326_335583706479685,"IDM dispenser ltd",218835631487827,"Click dispenser - Dispense measured doses of Coffee Sugar,Spices,Flour and many others",photo,2012-02-16T11:49:39+0000,2012-02-16T11:49:39+0000
304981108326_329630937075884,"Jen DiOrio",885525371,"NJ RESIDENTS: The New Jersey League of Municipalities is opposed to water fluoridation due to the costs involved. Did you know that your water bill will go up 5% to implement a fluoridation program that you DID NOT VOTE FOR? Regardless of whether you agree or disagree on fluoridation, you should have the ability to vote on the issue. Please take action. Check out the Fluoride Action Network. http://www.fluoridealert.org/",link,2012-02-16T11:23:31+0000,2012-02-16T11:23:31+0000
304981108326_10150809341983327,"Misha Talavera's blog",260369230651277,"The struggles faced by small-scale coffee farmers in Chiapas, Mexico:

http://mishatalavera.wordpress.com/2011/11/29/the-co-operative-fair-trade-and-opportunity/",status,2012-02-16T10:48:20+0000,2012-02-16T10:48:20+0000
304981108326_10150809122723327,"Steven Chevalier",100002383501751,"Life & Times Of The Middle Class is dysfucntional.",status,2012-02-16T08:02:19+0000,2012-02-16T08:02:19+0000
304981108326_391832584164556,"Occupy Healthcare",180360322047243,"Visit and 'like' us and help achieve healthcare justice in this country. Help in whatever capacity you can to take healthcare back from Wall street and place patient care before corporate profits. Thanks!
",link,2012-02-16T07:32:07+0000,2012-02-16T07:32:07+0000
304981108326_349046708463439,"Progressive Centralists",268707249832156,,photo,2012-02-16T06:48:16+0000,2012-02-16T06:48:16+0000
304981108326_174119366032862,"Amy Bugbee",1300480380,"Hello Coffee Party - Check out WTF Fest - one is even at a coffeehouse! - Outspoken artists, Real Revolutionaries -  John Sinclair - and excellent music! This is right up your alley - in Austin TX, OR and WA. http://www.wtffest.com Let's coffee it up!",link,2012-02-16T06:34:08+0000,2012-02-16T06:34:08+0000
